medal date,medal type,medal code, Player name,gender,country
03-08-24,Gold Medal,1,AGBEGNENOU Clarisse,Female,France
03-08-24,Gold Medal,1,GAHIE Marie Eve,Female,France
03-08-24,Gold Medal,1,DICKO Romane,Female,France
03-08-24,Gold Medal,1,MALONGA Madeleine,Female,France
03-08-24,Gold Medal,1,GABA Joan-Benjamin,Male,France
03-08-24,Gold Medal,1,KHYAR Walide,Male,France
03-08-24,Gold Medal,1,MKHEIDZE Luka,Male,France
03-08-24,Gold Medal,1,DJALO Alpha Oumar,Male,France
03-08-24,Gold Medal,1,NGAYAP HAMBOU Maxime-Gael,Male,France
03-08-24,Gold Medal,1,DIESSE Aurelien,Male,France
03-08-24,Gold Medal,1,RINER Teddy,Male,France
03-08-24,Silver Medal,2,ABE Uta,Female,Japan
03-08-24,Silver Medal,2,FUNAKUBO Haruka,Female,Japan
03-08-24,Silver Medal,2,TSUNODA Natsumi,Female,Japan
03-08-24,Silver Medal,2,NIIZOE Saki,Female,Japan
03-08-24,Silver Medal,2,TAKAICHI Miku,Female,Japan
03-08-24,Silver Medal,2,SONE Akira,Female,Japan
03-08-24,Silver Medal,2,TAKAYAMA Rika,Female,Japan
03-08-24,Silver Medal,2,ABE Hifumi,Male,Japan
03-08-24,Silver Medal,2,HASHIMOTO Soichi,Male,Japan
03-08-24,Silver Medal,2,NAGAYAMA Ryuju,Male,Japan
03-08-24,Silver Medal,2,MURAO Sanshiro,Male,Japan
03-08-24,Silver Medal,2,NAGASE Takanori,Male,Japan
03-08-24,Silver Medal,2,SAITO Tatsuru,Male,Japan
03-08-24,Silver Medal,2,WOLF Aaron,Male,Japan
03-08-24,Bronze Medal,3,PIMENTA Larissa,Female,Brazil
03-08-24,Bronze Medal,3,SILVA Rafaela,Female,Brazil
03-08-24,Bronze Medal,3,QUADROS Ketleyn,Female,Brazil
03-08-24,Bronze Medal,3,SOUZA Beatriz,Female,Brazil
03-08-24,Bronze Medal,3,CARGNIN Daniel,Male,Brazil
03-08-24,Bronze Medal,3,LIMA Willian,Male,Brazil
03-08-24,Bronze Medal,3,MACEDO Rafael,Male,Brazil
03-08-24,Bronze Medal,3,SCHIMIDT Guilherme,Male,Brazil
03-08-24,Bronze Medal,3,GONCALVES Leonardo,Male,Brazil
03-08-24,Bronze Medal,3,SILVA Rafael,Male,Brazil
03-08-24,Bronze Medal,3,HUH Mimi,Female,Korea
03-08-24,Bronze Medal,3,JUNG Yerin,Female,Korea
03-08-24,Bronze Medal,3,LEE Hyekyeong,Female,Korea
03-08-24,Bronze Medal,3,KIM Jisu,Female,Korea
03-08-24,Bronze Medal,3,KIM Hayun,Female,Korea
03-08-24,Bronze Medal,3,YOON Hyunji,Female,Korea
03-08-24,Bronze Medal,3,AN Baul,Male,Korea
03-08-24,Bronze Medal,3,KIM Won Jin,Male,Korea
03-08-24,Bronze Medal,3,HAN Juyeo,Male,Korea
03-08-24,Bronze Medal,3,LEE Joonhwan,Male,Korea
03-08-24,Bronze Medal,3,KIM Minjong,Male,Korea
03-08-24,Gold Medal,1,CARNEGIE Sholto,Male,Great Britain
03-08-24,Gold Medal,1,GIBBS Rory,Male,Great Britain
03-08-24,Gold Medal,1,BOLDING Morgan,Male,Great Britain
03-08-24,Gold Medal,1,DAWSON Jacob,Male,Great Britain
03-08-24,Gold Medal,1,ELWES Charles,Male,Great Britain
03-08-24,Gold Medal,1,DIGBY Tom,Male,Great Britain
03-08-24,Gold Medal,1,RUDKIN James,Male,Great Britain
03-08-24,Gold Medal,1,FORD Tom,Male,Great Britain
03-08-24,Gold Medal,1,BRIGHTMORE Harry,Male,Great Britain
03-08-24,Silver Medal,2,RIENKS Ralf,Male,Netherlands
03-08-24,Silver Medal,2,MOLENAAR Olav,Male,Netherlands
03-08-24,Silver Medal,2,de GRAAF Sander,Male,Netherlands
03-08-24,Silver Medal,2,KNAB Ruben,Male,Netherlands
03-08-24,Silver Medal,2,van DOORN Gert-Jan,Male,Netherlands
03-08-24,Silver Medal,2,van de KERKHOF Jacob,Male,Netherlands
03-08-24,Silver Medal,2,van der BIJ Jan,Male,Netherlands
03-08-24,Silver Medal,2,MAKKER Mick,Male,Netherlands
03-08-24,Silver Medal,2,FETTER Dieuwke,Female,Netherlands
03-08-24,Bronze Medal,3,HOLLINGSWORTH Henry,Male,United States
03-08-24,Bronze Medal,3,RUSHER Nick,Male,United States
03-08-24,Bronze Medal,3,TABASH Christian,Male,United States
03-08-24,Bronze Medal,3,DEAN Clark,Male,United States
03-08-24,Bronze Medal,3,CARLSON Chris,Male,United States
03-08-24,Bronze Medal,3,CHATAIN Peter,Male,United States
03-08-24,Bronze Medal,3,OLSON Evan,Male,United States
03-08-24,Bronze Medal,3,QUINTON Pieter,Male,United States
03-08-24,Bronze Medal,3,MILNE Rielly,Male,United States
03-08-24,Gold Medal,1,RUSU Maria Magdalena,Female,Romania
03-08-24,Gold Medal,1,ANGHEL Roxana,Female,Romania
03-08-24,Gold Medal,1,BODNAR Ancuta,Female,Romania
03-08-24,Gold Medal,1,LEHACI Maria,Female,Romania
03-08-24,Gold Medal,1,ADAM Adriana,Female,Romania
03-08-24,Gold Medal,1,BERES Amalia,Female,Romania
03-08-24,Gold Medal,1,VRINCEANU Ioana,Female,Romania
03-08-24,Gold Medal,1,RADIS Simona,Female,Romania
03-08-24,Gold Medal,1,PETREANU Victoria Stefania,Female,Romania
03-08-24,Silver Medal,2,SEVICK Jessica,Female,Canada
03-08-24,Silver Medal,2,FILMER Caileigh,Female,Canada
03-08-24,Silver Medal,2,MESCHKULEIT Maya,Female,Canada
03-08-24,Silver Medal,2,GRUCHALLA-WESIERSKI Kasia,Female,Canada
03-08-24,Silver Medal,2,WASTENEYS Avalon,Female,Canada
03-08-24,Silver Medal,2,PAYNE Sydney,Female,Canada
03-08-24,Silver Medal,2,WALKER Kristina,Female,Canada
03-08-24,Silver Medal,2,DENT Abby,Female,Canada
03-08-24,Silver Medal,2,KIT Kristen,Female,Canada
03-08-24,Bronze Medal,3,LONG Heidi,Female,Great Britain
03-08-24,Bronze Medal,3,McKELLAR Rowan,Female,Great Britain
03-08-24,Bronze Medal,3,DUNFORD Holly,Female,Great Britain
03-08-24,Bronze Medal,3,FORD Emily,Female,Great Britain
03-08-24,Bronze Medal,3,IRWIN Lauren,Female,Great Britain
03-08-24,Bronze Medal,3,STEWART Eve,Female,Great Britain
03-08-24,Bronze Medal,3,TAYLOR Harriet,Female,Great Britain
03-08-24,Bronze Medal,3,CAMPBELL-ORDE Annie,Female,Great Britain
03-08-24,Bronze Medal,3,FIELDMAN Henry,Male,Great Britain
03-08-24,Gold Medal,1,SMITH Regan,Female,United States
03-08-24,Gold Medal,1,SWANSON Charlie,Male,United States
03-08-24,Gold Medal,1,DRESSEL Caeleb,Male,United States
03-08-24,Gold Medal,1,WEITZEIL Abbey,Female,United States
03-08-24,Gold Medal,1,FINK Nic,Male,United States
03-08-24,Gold Medal,1,HUSKE Torri,Female,United States
03-08-24,Gold Medal,1,MURPHY Ryan,Male,United States
03-08-24,Gold Medal,1,WALSH Gretchen,Female,United States
03-08-24,Silver Medal,2,XU Jiayu,Male,China
03-08-24,Silver Medal,2,TANG Qianting,Female,China
03-08-24,Silver Medal,2,ZHANG Yufei,Female,China
03-08-24,Silver Medal,2,PAN Zhanle,Male,China
03-08-24,Silver Medal,2,QIN Haiyang,Male,China
03-08-24,Silver Medal,2,YANG Junxuan,Female,China
03-08-24,Bronze Medal,3,ANDERSON Iona,Female,Australia
03-08-24,Bronze Medal,3,STUBBLETY-COOK Zac,Male,Australia
03-08-24,Bronze Medal,3,McKEON Emma,Female,Australia
03-08-24,Bronze Medal,3,CHALMERS Kyle,Male,Australia
03-08-24,Bronze Medal,3,McKEOWN Kaylee,Female,Australia
03-08-24,Bronze Medal,3,O'CALLAGHAN Mollie,Female,Australia
03-08-24,Bronze Medal,3,TEMPLE Matthew,Male,Australia
03-08-24,Bronze Medal,3,YONG Joshua,Male,Australia
03-08-24,Gold Medal,1,EBDEN Matthew,Male,Australia
03-08-24,Gold Medal,1,PEERS John,Male,Australia
03-08-24,Silver Medal,2,KRAJICEK Austin,Male,United States
03-08-24,Silver Medal,2,RAM Rajeev,Male,United States
03-08-24,Bronze Medal,3,FRITZ Taylor,Male,United States
03-08-24,Bronze Medal,3,PAUL Tommy,Male,United States
04-08-24,Gold Medal,1,LEE Yang,Male,Chinese Taipei
04-08-24,Gold Medal,1,WANG Chi-Lin,Male,Chinese Taipei
04-08-24,Silver Medal,2,LIANG Wei Keng,Male,China
04-08-24,Silver Medal,2,WANG Chang,Male,China
04-08-24,Bronze Medal,3,CHIA Aaron,Male,Malaysia
04-08-24,Bronze Medal,3,SOH Wooi Yik,Male,Malaysia
04-08-24,Gold Medal,1,MATSUYAMA Kyosuke,Male,Japan
04-08-24,Gold Medal,1,IIMURA Kazuki,Male,Japan
04-08-24,Gold Medal,1,SHIKINE Takahiro,Male,Japan
04-08-24,Gold Medal,1,NAGANO Yudai,Male,Japan
04-08-24,Silver Medal,2,BIANCHI Guillaume,Male,Italy
04-08-24,Silver Medal,2,MACCHI Filippo,Male,Italy
04-08-24,Silver Medal,2,MARINI Tommaso,Male,Italy
04-08-24,Silver Medal,2,FOCONI Alessio,Male,Italy
04-08-24,Bronze Medal,3,LEFORT Enzo,Male,France
04-08-24,Bronze Medal,3,PAUTY Maxime,Male,France
04-08-24,Bronze Medal,3,MERTINE Julien,Male,France
04-08-24,Bronze Medal,3,CHASTANET Maximilien,Male,France
04-08-24,Gold Medal,1,XU Jiayu,Male,China
04-08-24,Gold Medal,1,QIN Haiyang,Male,China
04-08-24,Gold Medal,1,WANG Changhao,Male,China
04-08-24,Gold Medal,1,PAN Zhanle,Male,China
04-08-24,Gold Medal,1,SUN Jiajun,Male,China
04-08-24,Silver Medal,2,ARMSTRONG Hunter,Male,United States
04-08-24,Silver Medal,2,SWANSON Charlie,Male,United States
04-08-24,Silver Medal,2,HEILMAN Thomas,Male,United States
04-08-24,Silver Medal,2,ALEXY Jack,Male,United States
04-08-24,Silver Medal,2,DRESSEL Caeleb,Male,United States
04-08-24,Silver Medal,2,FINK Nic,Male,United States
04-08-24,Silver Medal,2,MURPHY Ryan,Male,United States
04-08-24,Bronze Medal,3,NDOYE-BROUARD Yohann,Male,France
04-08-24,Bronze Medal,3,MARCHAND Leon,Male,France
04-08-24,Bronze Medal,3,SECCHI Clement,Male,France
04-08-24,Bronze Medal,3,FENTE--DAMERS Rafael,Male,France
04-08-24,Bronze Medal,3,GROUSSET Maxime,Male,France
04-08-24,Bronze Medal,3,MANAUDOU Florent,Male,France
04-08-24,Gold Medal,1,BERKOFF Katharine,Female,United States
04-08-24,Gold Medal,1,WEBER Emma,Female,United States
04-08-24,Gold Medal,1,SHACKELL Alex,Female,United States
04-08-24,Gold Medal,1,DOUGLASS Kate,Female,United States
04-08-24,Gold Medal,1,HUSKE Torri,Female,United States
04-08-24,Gold Medal,1,KING Lilly,Female,United States
04-08-24,Gold Medal,1,SMITH Regan,Female,United States
04-08-24,Gold Medal,1,WALSH Gretchen,Female,United States
04-08-24,Silver Medal,2,ANDERSON Iona,Female,Australia
04-08-24,Silver Medal,2,RAMSAY Ella,Female,Australia
04-08-24,Silver Medal,2,PERKINS Alexandria,Female,Australia
04-08-24,Silver Medal,2,HARRIS Meg,Female,Australia
04-08-24,Silver Medal,2,McKEON Emma,Female,Australia
04-08-24,Silver Medal,2,McKEOWN Kaylee,Female,Australia
04-08-24,Silver Medal,2,O'CALLAGHAN Mollie,Female,Australia
04-08-24,Silver Medal,2,STRAUCH Jenna,Female,Australia
04-08-24,Bronze Medal,3,WANG Xueer,Female,China
04-08-24,Bronze Medal,3,TANG Qianting,Female,China
04-08-24,Bronze Medal,3,YU Yiting,Female,China
04-08-24,Bronze Medal,3,WU Qingfeng,Female,China
04-08-24,Bronze Medal,3,WAN Letian,Female,China
04-08-24,Bronze Medal,3,YANG Junxuan,Female,China
04-08-24,Bronze Medal,3,ZHANG Yufei,Female,China
04-08-24,Gold Medal,1,ERRANI Sara,Female,Italy
04-08-24,Gold Medal,1,PAOLINI Jasmine,Female,Italy
04-08-24,Silver Medal,2,ANDREEVA Mirra,Female,AIN
04-08-24,Silver Medal,2,SHNAIDER Diana,Female,AIN
04-08-24,Bronze Medal,3,BUCSA Cristina,Female,Spain
04-08-24,Bronze Medal,3,SORRIBES TORMO Sara,Female,Spain
05-08-24,Gold Medal,1,SLAGTER Arvin,Male,Netherlands
05-08-24,Gold Medal,1,de JONG Worthy,Male,Netherlands
05-08-24,Gold Medal,1,van der HORST Dimeo,Male,Netherlands
05-08-24,Gold Medal,1,DRIESSEN Jan,Male,Netherlands
05-08-24,Silver Medal,2,VERGIAT Timothe,Male,France
05-08-24,Silver Medal,2,SEGUELA Franck,Male,France
05-08-24,Silver Medal,2,DUSSOULIER Lucas,Male,France
05-08-24,Silver Medal,2,RAMBAUT Jules,Male,France
05-08-24,Bronze Medal,3,DZIAUGYS Evaldas,Male,Lithuania
05-08-24,Bronze Medal,3,MATULIS Gintautas,Male,Lithuania
05-08-24,Bronze Medal,3,PUKELIS Aurelijus,Male,Lithuania
05-08-24,Bronze Medal,3,VINGELIS Sarunas,Male,Lithuania
05-08-24,Gold Medal,1,BRUNCKHORST Svenja,Female,Germany
05-08-24,Gold Medal,1,GREINACHER Sonja,Female,Germany
05-08-24,Gold Medal,1,REICHERT Marie,Female,Germany
05-08-24,Gold Medal,1,MEVIUS Elisa,Female,Germany
05-08-24,Silver Medal,2,ALONSO Gracia,Female,Spain
05-08-24,Silver Medal,2,YGUERAVIDE Sandra,Female,Spain
05-08-24,Silver Medal,2,GIMENO Vega,Female,Spain
05-08-24,Silver Medal,2,CAMILION Juana,Female,Spain
05-08-24,Bronze Medal,3,HAMBY Dearica,Female,United States
05-08-24,Bronze Medal,3,BURDICK Cierra,Female,United States
05-08-24,Bronze Medal,3,van LITH Hailey,Female,United States
05-08-24,Bronze Medal,3,HOWARD Rhyne,Female,United States
05-08-24,Gold Medal,1,MARCHANT Katy,Female,Great Britain
05-08-24,Gold Medal,1,FINUCANE Emma,Female,Great Britain
05-08-24,Gold Medal,1,CAPEWELL Sophie,Female,Great Britain
05-08-24,Gold Medal,1,THOMAS Lowri,Female,Great Britain
05-08-24,Silver Medal,2,ANDREWS Ellesse,Female,New Zealand
05-08-24,Silver Medal,2,PETCH Rebecca,Female,New Zealand
05-08-24,Silver Medal,2,FULTON Shaane,Female,New Zealand
05-08-24,Silver Medal,2,KING Olivia,Female,New Zealand
05-08-24,Bronze Medal,3,HINZE Emma,Female,Germany
05-08-24,Bronze Medal,3,FRIEDRICH Lea,Female,Germany
05-08-24,Bronze Medal,3,GRABOSCH Pauline,Female,Germany
05-08-24,Bronze Medal,3,PROEPSTER Alessa,Female,Germany
05-08-24,Gold Medal,1,BACOSI Diana,Female,Italy
05-08-24,Gold Medal,1,ROSSETTI Gabriele,Male,Italy
05-08-24,Silver Medal,2,SMITH Austen Jewell,Female,United States
05-08-24,Silver Medal,2,HANCOCK Vincent,Male,United States
05-08-24,Bronze Medal,3,JIANG Yiting,Female,China
05-08-24,Bronze Medal,3,LYU Jianlin,Male,China
05-08-24,Gold Medal,1,HELLWIG Tim,Male,Germany
05-08-24,Gold Medal,1,TERTSCH Lisa,Female,Germany
05-08-24,Gold Medal,1,LUEHRS Lasse,Male,Germany
05-08-24,Gold Medal,1,LINDEMANN Laura,Female,Germany
05-08-24,Silver Medal,2,RIDER Seth,Male,United States
05-08-24,Silver Medal,2,SPIVEY Taylor,Female,United States
05-08-24,Silver Medal,2,PEARSON Morgan,Male,United States
05-08-24,Silver Medal,2,KNIBB Taylor,Female,United States
05-08-24,Bronze Medal,3,YEE Alex,Male,Great Britain
05-08-24,Bronze Medal,3,TAYLOR-BROWN Georgia,Female,Great Britain
05-08-24,Bronze Medal,3,DICKINSON Samuel,Male,Great Britain
05-08-24,Bronze Medal,3,POTTER Beth,Female,Great Britain
06-08-24,Gold Medal,1,van den BERG Roy,Male,Netherlands
06-08-24,Gold Medal,1,LAVREYSEN Harrie,Male,Netherlands
06-08-24,Gold Medal,1,HOOGLAND Jeffrey,Male,Netherlands
06-08-24,Gold Medal,1,van LOON Tijmen,Male,Netherlands
06-08-24,Silver Medal,2,CARLIN Jack,Male,Great Britain
06-08-24,Silver Medal,2,TURNBULL Hamish,Male,Great Britain
06-08-24,Silver Medal,2,LOWE Ed,Male,Great Britain
06-08-24,Silver Medal,2,TRUMAN Joseph,Male,Great Britain
06-08-24,Bronze Medal,3,GLAETZER Matthew,Male,Australia
06-08-24,Bronze Medal,3,RICHARDSON Matthew,Male,Australia
06-08-24,Bronze Medal,3,HOFFMAN Leigh,Male,Australia
06-08-24,Bronze Medal,3,CORNISH Thomas,Male,Australia
07-08-24,Gold Medal,1,CHANG Hao,Female,China
07-08-24,Gold Medal,1,FENG Yu,Female,China
07-08-24,Gold Medal,1,WANG Qianyi,Female,China
07-08-24,Gold Medal,1,WANG Ciyue,Female,China
07-08-24,Gold Medal,1,WANG Liuyi,Female,China
07-08-24,Gold Medal,1,XIANG Binxuan,Female,China
07-08-24,Gold Medal,1,XIAO Yanning,Female,China
07-08-24,Gold Medal,1,ZHANG Yayi,Female,China
07-08-24,Gold Medal,1,CHENG Wentao,Female,China
07-08-24,Silver Medal,2,ALVAREZ Anita,Female,United States
07-08-24,Silver Medal,2,CZARKOWSKI Jaime,Female,United States
07-08-24,Silver Medal,2,FIELD Megumi,Female,United States
07-08-24,Silver Medal,2,HUNTER Keana,Female,United States
07-08-24,Silver Medal,2,KWON Audrey,Female,United States
07-08-24,Silver Medal,2,LUU Jacklyn,Female,United States
07-08-24,Silver Medal,2,RAMIREZ Daniella,Female,United States
07-08-24,Silver Medal,2,REMATI Ruby,Female,United States
07-08-24,Silver Medal,2,LIU Calista,Female,United States
07-08-24,Bronze Medal,3,TIO CASAS Iris,Female,Spain
07-08-24,Bronze Medal,3,OZHOGINA OZHOGIN Alisa,Female,Spain
07-08-24,Bronze Medal,3,MAS PUJADAS Meritxell,Female,Spain
07-08-24,Bronze Medal,3,TOLEDANO LAUT Blanca,Female,Spain
07-08-24,Bronze Medal,3,RAMIREZ IBANEZ Paula,Female,Spain
07-08-24,Bronze Medal,3,LLUIS VALETTE Lilou,Female,Spain
07-08-24,Bronze Medal,3,GARCIA POLO Marina,Female,Spain
07-08-24,Bronze Medal,3,FERRE GASET Txell,Female,Spain
07-08-24,Bronze Medal,3,SALDANA LOPEZ Sara,Female,Spain
07-08-24,Gold Medal,1,MARTIN Alvaro,Male,Spain
07-08-24,Gold Medal,1,PEREZ Maria,Female,Spain
07-08-24,Silver Medal,2,PINTADO Brian Daniel,Male,Ecuador
07-08-24,Silver Medal,2,MOREJON Glenda,Female,Ecuador
07-08-24,Bronze Medal,3,COWLEY Rhydian,Male,Australia
07-08-24,Bronze Medal,3,MONTAG Jemima,Female,Australia
07-08-24,Gold Medal,1,BLEDDYN Oliver,Male,Australia
07-08-24,Gold Medal,1,O'BRIEN Kelland,Male,Australia
07-08-24,Gold Medal,1,WELSFORD Sam,Male,Australia
07-08-24,Gold Medal,1,LEAHY Conor,Male,Australia
07-08-24,Gold Medal,1,MORIARTY James,Male,Australia
07-08-24,Silver Medal,2,VERNON Ethan,Male,Great Britain
07-08-24,Silver Medal,2,WOOD Oliver,Male,Great Britain
07-08-24,Silver Medal,2,BIGHAM Daniel,Male,Great Britain
07-08-24,Silver Medal,2,TANFIELD Charlie,Male,Great Britain
07-08-24,Silver Medal,2,HAYTER Ethan,Male,Great Britain
07-08-24,Silver Medal,2,STEWART Mark,Male,Great Britain
07-08-24,Bronze Medal,3,CONSONNI Simone,Male,Italy
07-08-24,Bronze Medal,3,GANNA Filippo,Male,Italy
07-08-24,Bronze Medal,3,LAMON Francesco,Male,Italy
07-08-24,Bronze Medal,3,MILAN Jonathan,Male,Italy
07-08-24,Bronze Medal,3,MORO Manlio,Male,Italy
07-08-24,Gold Medal,1,CUMMINS Olivia,Female,United States
07-08-24,Gold Medal,1,EHRLICH Emily,Female,United States
07-08-24,Gold Medal,1,FAULKNER Kristen,Female,United States
07-08-24,Gold Medal,1,VALENTE Jennifer,Female,United States
07-08-24,Gold Medal,1,WILLIAMS Lily,Female,United States
07-08-24,Gold Medal,1,DYGERT Chloe,Female,United States
07-08-24,Silver Medal,2,BOTHA Bryony,Female,New Zealand
07-08-24,Silver Medal,2,WOLLASTON Ally,Female,New Zealand
07-08-24,Silver Medal,2,SHEARMAN Emily,Female,New Zealand
07-08-24,Silver Medal,2,SHIELDS Nicole,Female,New Zealand
07-08-24,Silver Medal,2,DONNELLY Samantha,Female,New Zealand
07-08-24,Bronze Medal,3,EVANS Neah,Female,Great Britain
07-08-24,Bronze Medal,3,BARKER Elinor,Female,Great Britain
07-08-24,Bronze Medal,3,KNIGHT Josie,Female,Great Britain
07-08-24,Bronze Medal,3,MORRIS Anna,Female,Great Britain
07-08-24,Bronze Medal,3,ROBERTS Jessica,Female,Great Britain
07-08-24,Bronze Medal,3,BARKER Megan,Female,Great Britain
08-08-24,Gold Medal,1,LIU Hao,Male,China
08-08-24,Gold Medal,1,JI Bowen,Male,China
08-08-24,Silver Medal,2,CASADEI Gabriele,Male,Italy
08-08-24,Silver Medal,2,TACCHINI Carlo,Male,Italy
08-08-24,Bronze Medal,3,MORENO Joan Antoni,Male,Spain
08-08-24,Bronze Medal,3,DOMINGUEZ Diego,Male,Spain
